id	filename	md5	size	state	study
70582be4-ccb4-4fa8-a428-2adcc11137ab	79a8f58cf43992a3357345316e18c0b7_gdc_realn.bam	e6dff7b8d393ed1555f62cc9a3b450c7	8257572861	live	TCGA-THYM
5b4f993d-2919-4529-956c-df8756f67c57	23a1a8100fdacc0e22b6518bb2523beb_gdc_realn.bam	5cbedae40532f38f7f7fd776e863c1bf	10891801664	live	TCGA-THYM
b1e5793f-43bf-4609-905b-bdb46795cae1	d73a666e6f8dccf2d04a22a080a827e0_gdc_realn.bam	d31d0153a750f19d46f73ea4cbe10a2e	10815127352	live	TCGA-THYM
ce1a4049-39d6-4ee0-b749-736e9f5d4a75	5b1f029719f65265d0f3fe7777bf5097_gdc_realn.bam	56a3ab29f111d67d5508cee093b42420	10954214349	live	TCGA-THYM
2e0a4654-d541-455b-946e-b9adcd131955	34d0363474700aaffacb754f35146806_gdc_realn.bam	5f1c72955f7c3cbaf0287dba7c2f76af	8987232478	live	TCGA-THYM
f183c41b-dddf-480b-88af-e496fa9878b8	16b6363e395386e0a07e1847b9759197_gdc_realn.bam	89d3a25bb74f43268c1724f51d89ee23	10864422901	live	TCGA-THYM
e330fe81-fba0-48a8-a9e6-8a322f582abc	249bfacd73aaef5d86e4e6fac5230864_gdc_realn.bam	bafe06a9d40c6554f26a4ee4f4e970b0	12071926568	live	TCGA-THYM
5f73581b-8a82-4568-91d5-1e51ddfe8534	21fd04bff0828431520a9c3eded46aa4_gdc_realn.bam	e1d4dc2fe0fe755deb2b98d949b2c1e2	11307220473	live	TCGA-THYM
812c8bc3-4ea9-41d2-9976-34877d45898b	1f1ab6bf63a6bbcef341bca5028357f3_gdc_realn.bam	03d281556f4301b3b626770eb7533cdb	9624172145	live	TCGA-THYM
c779cbd9-6182-4e7f-b0a0-77fa80a082e3	451482db38415b8afa0f2cbc62641f8a_gdc_realn.bam	f53386bb09116b731921ce4c0ef9f7d1	10133360426	live	TCGA-THYM
b908cb67-ff05-4bf4-8886-f62e523f535f	d7e716e54a38389b2a64497e75a4333b_gdc_realn.bam	2aede70c600971dafb5527aeaf8813b8	9718610338	live	TCGA-THYM
05cd62a2-15b9-4baf-b164-db66520d985e	ed444f3b908c38d5b9ed309a3321d0ef_gdc_realn.bam	a58980585f6a98119b58a09af7d0d0b1	9190770954	live	TCGA-THYM
47b7e800-d446-42f5-8e54-ae0f19aa63b7	2f8dfd19ec502de9a37930135b804ea2_gdc_realn.bam	26f980a7020e5b71e7dc29164a22975a	10074067627	live	TCGA-THYM
142cee17-f038-4def-898e-06a44cb0a64d	7ed65b7d3def67cd731e4c3453781e83_gdc_realn.bam	5c3a8926e94a451e7962c1560cf013ef	15764524468	live	TCGA-THYM
d2adcb6e-4f00-4b90-a4b5-ef8587232318	3e648896b13f3018a55dd2f491bbd787_gdc_realn.bam	8d399cdeb63caa77149339a9f3933dad	13684639547	live	TCGA-THYM
d6ecd290-f7f4-4a32-baf4-c2c65fc00ef4	d1697daf665ae3ebaf7824cdbb60b7bd_gdc_realn.bam	72e6bd0126eb922900f45303ad61a7f1	9083454380	live	TCGA-THYM
65a73095-0cdf-4fd4-baf4-df819119f677	3ba0f4c16bc06728e2d8a78d1a1bc49a_gdc_realn.bam	9148ea7bd2c4df1fb8c94845109fa95c	11450742888	live	TCGA-THYM
f178254f-87a8-48c5-b9ee-586b8a737e2d	995750887a03db7e469b48ddf07a7ef4_gdc_realn.bam	58dd079ed3eddeebc0c39ec490e199ec	9835772056	live	TCGA-THYM
fec1bb0b-c1bd-48d4-ad84-346886eb6e39	e93a7c76a940c1bd72b8bbed7ef63d88_gdc_realn.bam	532a01109d33fa0312c2d48dcb247453	10104736161	live	TCGA-THYM
a0c7eaf4-74ea-4cc8-a211-aef830968113	c88139b74fb93b4fe28b59739a9b8e57_gdc_realn.bam	9eaed4a609d30a117fad7f5339df5af9	14768807671	live	TCGA-THYM
eca73ec1-d809-4706-87e3-fd99181756fb	3aab4b6e6af9e8c319a2acac6b3ad260_gdc_realn.bam	1e3abad603d21714224a956fdb014667	15127808456	live	TCGA-THYM
cde33ec3-91ac-4c33-a68f-b08e142e04a2	97255e84a6440543d3fd02a51b2a11b5_gdc_realn.bam	3210876c5ebce0c162e234b28a18f166	8856052390	live	TCGA-THYM
2ccf621a-a54b-4053-acd1-6306345abb60	64f208dd37e87093ca167cfdd5e90949_gdc_realn.bam	73aeacd7d21e9f8aa84d5abeffec94bb	9718479877	live	TCGA-THYM
ef158f29-76ed-4ef3-ae9d-e861c01b38a7	30403a5ce5be169b9c0c032898faef21_gdc_realn.bam	a5c3d95d1a54850a8a9dc3424dc518a3	9544432942	live	TCGA-THYM
3aab19be-95a5-4529-b131-0c70ddfdf578	6d74bcfc73bbb3b638cb2afd57fab810_gdc_realn.bam	c7a1511596ec2d636010dd736417235f	7699849006	live	TCGA-THYM
50263829-8b9a-4ce1-93cc-43fa3ff76c36	af4ba1ae6d66ea73bded36cb615da908_gdc_realn.bam	0796a9878e5ae41654e3eb3f050ec9e2	10405040136	live	TCGA-THYM
a7e93e70-6e34-4264-84fe-3c5450e2a4c0	528d2c1522fe00c4f0e7e56c4f1cb24d_gdc_realn.bam	4fa0821e215048185ec00c94fb8a3302	10047670597	live	TCGA-THYM
d73a9ac2-1795-40e4-87d5-771cfc1b3214	d58c4b38dc43e2652b75fa554f13ee66_gdc_realn.bam	9a9a37505e290fc38516d2668868d018	11484873464	live	TCGA-THYM
33c58663-dd1a-454b-8c54-a465109b8019	b95c4c8240b8596d7dae57624546968d_gdc_realn.bam	7811dbc706e873306f9c4b8899134932	10168179809	live	TCGA-THYM
42e2fa68-5543-4bf5-8bed-bceeae20305c	81d10a1b40bfb10ade416ee71e9e0eea_gdc_realn.bam	0f4bd3af349e63726a437bf011d2bcd9	8994135951	live	TCGA-THYM
eaf5404c-97b3-4153-b74b-1ee1bf4b3e6d	2dcf94bb7dcd240dc4d1db3f4cb8c9f2_gdc_realn.bam	9cad1848e667bc5556b615d6c9edc58c	14617585487	live	TCGA-THYM
c3fca986-e8d0-42da-b3f2-fea623d56949	69587cea3a69b76605f68f42d0440e46_gdc_realn.bam	7ecf2c0c48507759b22f7eb0c9e2374e	10823216631	live	TCGA-THYM
9ebac7d2-9de7-4ba9-b635-feffd1f04be8	c36fff20554859c1e9aeb0943a09f1de_gdc_realn.bam	d5eb0e8c7a3aebdd994e9fb9d3932fcb	8354848624	live	TCGA-THYM
8b6a4adb-e840-432d-95c8-829449a64885	b71a95ee27cb0ad20339950b06126035_gdc_realn.bam	c1d0cd276d4d7d987743fd02b389cd39	10797234310	live	TCGA-THYM
40ba088e-02a7-4bee-955e-a6157b9954a7	57c6f2adb8dfcbcf5ef22bfa18e63b31_gdc_realn.bam	86899a9bfa0e07382870cff2e9f7ea79	11147992186	live	TCGA-THYM
3c478500-0e41-482d-a31c-95985f18c326	d334823149f679d5e69a3dc889ec0b7b_gdc_realn.bam	a5003d1bdd45ae1f0b26592ae7356ea3	10811331007	live	TCGA-THYM
015d9212-a8b5-41cd-ba0f-15d58cee8812	f0142543e92720f30f86a9aecb87aaeb_gdc_realn.bam	b6d25115a9b693d1da6866099a85de5d	11364312567	live	TCGA-THYM
2fcbfc64-7b10-4b42-8006-8a08c26faf99	7e818e02f66ed6d241825d4a46755360_gdc_realn.bam	3a6bb289389e61ff273e45d1816f4400	10702899496	live	TCGA-THYM
755360c4-de85-46dd-b9bc-95b115361154	a8d37497b7734902abd3a99e7c5be95d_gdc_realn.bam	197d09e8f0899832b12f4ef134a09558	9945650776	live	TCGA-THYM
79c4d594-80c3-4f59-94da-877648d3a7b8	fafdc2d48a39db494a868830c2f7c667_gdc_realn.bam	67ab3aba0696389b96eecf4890adf736	14123883056	live	TCGA-THYM
7be221b0-4ee3-4a12-a4a3-abc764a62264	f7cd90578d7691917fe949d22c567cbd_gdc_realn.bam	4cc6782a98dda3013d02574cdc5d2fcb	11759620627	live	TCGA-THYM
805696e1-c857-45f7-b9e1-9acfb8270532	7956a74e3e35ce46f6944ba13c89af8b_gdc_realn.bam	08a8607fa9a8c1d89668814429897e7c	12575073548	live	TCGA-THYM
3ef10b90-c7b6-4c06-80a6-602ae2d5828e	b7f42464a13eee210feb8d2627b0ebb3_gdc_realn.bam	2279cfbd7395230cef26beef271dace3	9485047403	live	TCGA-THYM
099098f2-48f0-4480-a88b-af943390e77a	e6ac3dabc4ae0c5c5aac1eb62b29a970_gdc_realn.bam	f881085f0983ced9c513984dde959c7d	8178846247	live	TCGA-THYM
364ffa19-1510-4cfa-a6a5-561037963b51	9e6b49da76af36ba489b98deaae5804b_gdc_realn.bam	cf0614664df37ff401d73ba62e9ff6ae	10268048749	live	TCGA-THYM
e0818826-3327-4d16-8609-7589a5df6c60	5a886d0bf949ac00df5d4bae8af383e5_gdc_realn.bam	5e0085da90c536cf9ac97c98503509f8	13343293638	live	TCGA-THYM
373e861a-33ea-4748-800a-9bc3877f5f72	75a90054b36f320b4245952c3046bfeb_gdc_realn.bam	91fe75ba12ec262f0f1b9ba5330baa82	9755923901	live	TCGA-THYM
3ff7129d-93a7-48e2-995c-2f5bee0ab24a	6f64f0e5733473e2455f358ffef10e41_gdc_realn.bam	2e892bd4d925b5963ebdb407d59f0c69	9748392793	live	TCGA-THYM
d3e5d69d-17f4-4f56-95d8-33c772e3147f	b3042e2a713780cf75f901fd8775c29d_gdc_realn.bam	1fac4b3ca9d714a5668157790f938565	9635725760	live	TCGA-THYM
2b3f8df4-dd8b-4513-9969-a07939471426	d66ee1bfbf6657dcc37020a27af3f8d2_gdc_realn.bam	61d6d7574212723bdee75a9e287fdaa7	9489795145	live	TCGA-THYM
70b58c19-122f-4698-961e-7f71dd514dac	aeecfbc3e6b9b75d1fc1b68a918f0a39_gdc_realn.bam	fc0682dd740147c059c09c6e2c8498d1	10373171320	live	TCGA-THYM
779388eb-8467-40c0-87a6-4a3c29ac5d03	39bc772df41703c540843cbb3d426fa2_gdc_realn.bam	d26b77ddc2e96b22b4526fb3851058f5	8930858406	live	TCGA-THYM
efee42be-ca2e-4fd6-8e7e-b09c81f3ffc0	e7f305e181906cffa20055beb8faa2d9_gdc_realn.bam	f50f3646ffb83244d5805c281c2c1931	12683125001	live	TCGA-THYM
2651909e-2f04-4a6d-8173-5163cf18b2f7	86930442622cb067a1e229a92550b80b_gdc_realn.bam	4cd09efab5c176c3bd894496a5e7f7c2	12740462323	live	TCGA-THYM
eba2460f-0867-4ea2-bc38-d7e37f90bb90	548dfb26a704b09cb19954d95657dea8_gdc_realn.bam	083d7e4f093d9375401de842b556380a	7957736384	live	TCGA-THYM
8a7d76b2-caf4-4606-909b-166357c20c3a	49d393b181c113504f855bcb62e25991_gdc_realn.bam	eeff411c235693e6ae3f0c0e49d8c58e	11641861701	live	TCGA-THYM
909f47a3-2324-4a1c-8c78-8de0b8747e4e	8fc6b4378aab3cf57c8005d241ee83d8_gdc_realn.bam	21069311ddb5a101e70c066d20fc3122	10591961349	live	TCGA-THYM
e581bba5-c0e5-4517-92a6-2f805f5cd376	012d304f849f41d9b7faaa98a00b1c4b_gdc_realn.bam	cccfd35868fad7c513bd540040ec1226	11275964104	live	TCGA-THYM
ffd91203-3937-4efd-a691-8ac716bc8883	c00d1f4784a00e42bbf2368976e70983_gdc_realn.bam	90566bb88f6cab88797edfce6ba9cc38	10740051194	live	TCGA-THYM
de7f986f-3ff9-4247-b090-c9a23883100f	7ed6a323bbdf02233d346312cf485d54_gdc_realn.bam	487599a6f7223a635d917618d28583f7	11287851627	live	TCGA-THYM
57c1908d-e427-4fa7-acee-c0d6f69fce9a	1b96aae64162c8c83d2de4ed19497d12_gdc_realn.bam	9a8917a1aac57bf60647268a0838ae80	7538419801	live	TCGA-THYM
c8726dbe-f431-43d9-8517-bf7c243fdcf3	54b14d898203590e115a10a76a8d608e_gdc_realn.bam	f19ad146ecfae846b0f3183a0f2046df	10600402678	live	TCGA-THYM
23692c66-1ae9-435b-883c-483162494a57	f57070ab3196f932d2b8708cf0ca43f5_gdc_realn.bam	5ed4c97556f780ea046acfe8ad6a54e5	11028457602	live	TCGA-THYM
